Star Trek Generations: Beyond the Nexus,Imagineering,Absolute Entertainment NAGameTek EU,Unreleased,November 1994,1995
Star Trek: 25th Anniversary,Visual Concepts,Ultra Games NAPalcom Software EU,Unreleased,February 1992,1992
Star Trek: The Next Generation,Imagineering,Absolute Entertainment NAGameTek EU,Unreleased,June 1993,1993
Star Wars,NMS Software,Capcom NAUbisoft EU,Unreleased,November 1992,"June 17, 1993"
Star Wars: The Empire Strikes Back,NMS Software,Ubisoft EUCapcom NA,Unreleased,January 1993,1992
Stargate,Probe Entertainment Limited,Acclaim,Unreleased,December 1994,1995
StarHawk,NMS Software,Accolade,Unreleased,Unreleased,June 1993
Stop That Roach!Hoi Hoi: Game Boy Ban JP,Koei,Koei,"February 18, 1994",June 1994,Unreleased
Street Fighter II,Sun L,Capcom JPNintendo NA/EU,"August 11, 1995",September 1995,1995
Street Racer,Vivid Image,Ubisoft,"September 27, 1996",December 1996,1996
Sumo FighterSumo Fighter: Tōkaidō Basho JP,KID,I'Max JPDTMC NA,"April 26, 1991",March 1993,Unreleased
Sunsoft Grand PrixF1 Boy JP,Lenar,ASK Kodansha JPSunsoft EU,"September 28, 1990",Unreleased,1992
Super B-Daman: Fighting Phoenix,Amble,Hudson Soft,"July 11, 1997",Unreleased,Unreleased
Super Battletank: War in the Gulf,Panoramic SoftwareEastridge Technology,Absolute Entertainment NAGameTek EU,Unreleased,April 1994,1994
Super Bikkuriman: Densetsu no Sekiban,Tom Create,Yutaka,"December 11, 1992",Unreleased,Unreleased
Super Black BassSuper Black Bass Pocket JP,Starfish,starfish JPHot B NA,"December 28, 1996",November 1998,Unreleased
Super Black Bass Pocket 2,Starfish,starfish,"June 20, 1997",Unreleased,Unreleased
Super Chase H.Q.,ITL,Taito Corporation,Unreleased,January 1994,1994
Super Chinese Fighter GB,,Culture Brain,"December 28, 1996",Unreleased,Unreleased
Super Chinese Land 1-2-3 Dash,,Culture Brain,"September 13, 1996",Unreleased,Unreleased
Super Chinese Land 3,,Culture Brain,"January 13, 1995",Unreleased,Unreleased
Super Hunchback,,Ocean NA/EUImagineer JP,"June 26, 1992",April 1992,1992
Super James Pond,Millennium Interactive,Ocean,Unreleased,Unreleased,1992
Super Kick OffPro Soccer JP,Enigma Variations,Imagineer,"March 27, 1992",Unreleased,1991
Super Mario Land,Nintendo,Nintendo,"April 21, 1989","July 31, 1989","September 28, 1990"
Super Mario Land 2: 6 Golden CoinsSuper Mario Land 2: 6 Tsu no Kinka JP,Nintendo,Nintendo,"October 21, 1992","November 2, 1992","January 28, 1993"
Super Momotaro Dentetsu,,Hudson Soft,"March 8, 1991",Unreleased,Unreleased
Super Momotaro Dentetsu II,,Hudson Soft,"February 18, 1994",Unreleased,Unreleased
Super Off Road,NMS Software,Tradewest,Unreleased,November 1992,Unreleased
Super Pachinko Taisen,Kan's,Banpresto,"June 30, 1995",Unreleased,Unreleased
Super R.C. Pro-Am,Rare,Nintendo,Unreleased,October 1991,"April 23, 1992"
Super Robot Taisen,Winkysoft,Banpresto,"April 20, 1991",Unreleased,Unreleased
Super Scrabble,Imagineering,Milton Bradley Company,Unreleased,March 1991,Unreleased
Super Star Wars: Return of the Jedi,Realtime Associates,Black Pearl Software,Unreleased,November 1995,1995
Super Street Basketball,C-Lab,VAP,"March 19, 1992",Unreleased,Unreleased
Super Street Basketball 2,Arcadia,VAP,"September 16, 1994",Unreleased,Unreleased
Superman,Titus Software,Titus Software,Unreleased,December 1997,1997
Swamp Thing,Equilibrium,THQ,Unreleased,October 1992,1992
The Sword of HopeSelection: Erabareshi Mono JP,Kemco,Kemco,"December 28, 1989",June 1991,1991
The Sword of Hope IISelection II: Ankoku no Fuuin JP,Kemco,Kemco,"September 4, 1992",September 1996,Unreleased
T2: The Arcade Game,Beam Software,LJN NA/EUAcclaim Japan JP,"February 25, 1994",November 1992,1993
Taikyoku Renju,,Towa Chiki,"February 23, 1990",Unreleased,Unreleased
Tail 'GatorShippo de Bun JP,Natsume,Natsume NA/EUVAP,"January 24, 1992",June 1991,1991
Taiyou no Tenshi Marlow: O Hanabatake wa Dai-Panic,,Technōs Japan,"May 27, 1994",Unreleased,Unreleased
Taiyou no Yuusha Fighbird GB,Japan System House,Irem,"December 20, 1991",Unreleased,Unreleased
TaleSpin,Dual,Capcom NABandai EU,Unreleased,December 1992,1993
TamagotchiGame de Hakken!! Tamagotchi JP,Tom Create,Bandai,"June 27, 1997",October 1997,1997
Tarzan: Lord of the Jungle,Eurocom,GameTek,Unreleased,October 1994,1994
Tasmania StoryTasmania Monogatari JP,,Pony Canyon JPFCI NA,"July 27, 1990",April 1991,Unreleased
Taz-ManiaLooney Tunes 2: Tazmanian Devil in Island Chase EU,David A. Palmer Productions,Sunsoft,Unreleased,September 1994,1994
Taz-Mania 2Taz-Mania EU,Beam Software,THQ,Unreleased,January 1997,1993
Tecmo BowlTecmo Bowl GB JP,Sculptured Software,Tecmo,"September 27, 1991",September 1991,Unreleased
Teenage Mutant Ninja Turtles II: Back from the SewersTeenage Mutant Ninja Turtles 2 JPTeenage Mutant Hero Turtles II: Back From the Sewers EU,Konami,Konami,"November 15, 1991","December 1, 1991","May 21, 1992"
Teenage Mutant Ninja Turtles III: Radical RescueTeenage Mutant Ninja Turtles 3: Turtles Kiki Ippatsu JPTeenage Mutant Hero Turtles III: Radical Rescue EU,Konami,Konami,"November 26, 1993","November 25, 1993","November 27, 1993"
Teenage Mutant Ninja Turtles: Fall of the Foot ClanTeenage Mutant Ninja Turtles JPTeenage Mutant Hero Turtles: Fall of the Foot Clan EU,Konami,Konami JP/EUUltra Games NA,"August 3, 1990",August 1990,1990
Tekichuu Rush,,Japan Clary Business,"July 30, 1993",Unreleased,Unreleased
Tekkyu Fight! The Great Battle Gaiden,Sun L,Banpresto,"July 30, 1993",Unreleased,Unreleased
Tenchi o Kurau,Sun L,Capcom,"April 22, 1994",Unreleased,Unreleased
Tenjin Kaisen 2: Yomihon Yumegoyomi,KAZe,Meldac,"March 13, 1992",Unreleased,Unreleased
Tennis,Nintendo,Nintendo,"May 29, 1989","July 31, 1989",1990
Terminator 2: Judgment Day,Bits Studios,LJN,Unreleased,January 1992,1992
Tesserae,Eurocom,GameTek,Unreleased,August 1993,1993
Tetris,Nintendo,Nintendo,"June 14, 1989","July 31, 1989","September 28, 1990"
Tetris 2Tetris Flash JP,TOSE,Nintendo,"June 14, 1994",December 1993,"October 27, 1994"
Tetris AttackYoshi no Panepon JP,Intelligent Systems,Nintendo,"October 26, 1996",August 1996,"November 28, 1996"
Tetris BlastSuper Bombliss JP,TOSE,Bullet-Proof Software JPNintendo NA/EU,"March 17, 1995",January 1996,1996
Tetris Plus,Natsume,Jaleco JPNintendo NA/EU,"December 27, 1996","August 25, 1997",1996
Tintin in Tibet,Bit Managers,Infogrames,Unreleased,Unreleased,1994
Tintin: Prisoners of the Sun,Bit Managers,Infogrames,Unreleased,Unreleased,1995
Tiny Toon Adventures 2: Montana's Movie MadnessTiny Toon Adventures 2: Buster Bunny no Kattobi Daibouken JP,Konami,Konami,"December 22, 1993",November 1993,1993
Tiny Toon Adventures: Babs' Big BreakTiny Toon Adventures JP,Konami,Konami,"February 1, 1992",February 1992,1992
Tiny Toon Adventures: Wacky SportsTiny Toon Adventures 3: Doki Doki Sports Festival JP,Konami,Konami,"November 25, 1994",December 1994,1994
Tip OffGB Basketball JP,Enigma Variations,Imagineer,"March 19, 1993",Unreleased,1993
Titus the Fox,Aqua Pacific,Titus Software,Unreleased,June 1993,1993
Tokio Senki: Eiyuu Retsuden,,Human Entertainment,"January 10, 1992",Unreleased,Unreleased
Tokoro's Mahjong Jr.,,Vic Tokai,"December 22, 1994",Unreleased,Unreleased
Tokyo Disneyland: Fantasy Tour,TOSE,Tomy,"July 24, 1998",Unreleased,Unreleased
Tokyo Disneyland: Mickey no Cinderella Shiro Mystery Tour,Graphic Research,Tomy,"December 22, 1995",Unreleased,Unreleased
Tom & Jerry,Beam Software,Hi Tech Expressions NA/EUAltron JP,"December 18, 1992",October 1992,1992
Tom and Jerry: Frantic AnticsTom & Jerry 2: The Movie EUTom and Jerry Part 2 JP,Beam Software,Hi Tech Expressions NA/EUAltron JP,"January 14, 1994",October 1993,1993
Top Gun: Guts and Glory,Distinctive Software,Konami,Unreleased,January 1993,1993
Top Rank TennisTop Ranking Tennis EU,Pax Softnica,Nintendo,Unreleased,May 1993,1993
Torpedo Range,SETA Corporation,SETA Corporation JPRomstar NA,"April 27, 1991",November 1996,Unreleased
Total Carnage,,Malibu Games,Unreleased,February 1994,1994
Tottemo! Lucky Man: Lucky Cookie Minna Daisuki!!,,Bandai,"September 22, 1994",Unreleased,Unreleased
The Tower of Druaga,TOSE,Angel,"December 31, 1990",Unreleased,Unreleased
Toxic Crusaders,Realtime Associates,Bandai,Unreleased,September 1992,Unreleased
Toy Story,Tiertex Design Studios,Black Pearl Software,Unreleased,May 1996,1996
Track & FieldKonamic Sports in Barcelona JP,Konami,Konami,"July 17, 1992",September 1992,1992
Track MeetTrack Meet: Mezase! Barcelona JPLitti's Summer Sports DE,Interplay,Interplay NA/EUHiro JP,"February 14, 1992",1991,1992
TraxTotsugeki! Ponkotsu Tank JP,HAL Laboratory,HAL Laboratory JPElectro Brain NA/EU,"January 8, 1991",September 1991,1991
Trip World,Sunsoft,Sunsoft,"November 27, 1992",Unreleased,1993
True Lies,Beam Software,LJN,Unreleased,February 1995,1995
Trump Boy,,Pack-In-Video,"March 29, 1990",Unreleased,Unreleased
Trump Boy II,,Pack-In-Video,"November 9, 1990",Unreleased,Unreleased
Trump Collection GB,,Bottom Up,"November 28, 1997",Unreleased,Unreleased
Tsume Go Series 1: Fujisawa Hideyuki Meiyo Kisei,,Magical Company,"October 19, 1994",Unreleased,Unreleased
Tsume Shogi Hyakuban Shoubu,C-Lab,Imagineer,"April 8, 1994",Unreleased,Unreleased
Tsume Shogi Mondai Teikyou: Shogi Sekai,Use Corporation,I'Max,"April 15, 1994",Unreleased,Unreleased
Tsume Shogi: Kanki Godan,,Magical Company,"October 19, 1994",Unreleased,Unreleased
Tsuri Sensei,Ocarina System,J-Wing,"September 11, 1998",Unreleased,Unreleased
Tumblepop,Data East,Data East JPSunsoft NA,"November 20, 1992",March 1993,Unreleased
Turn and Burn: The F-14 Dogfight SimulatorPhantom Air Mission EU,Imagineering,Absolute Entertainment NA ActivisionEU,Unreleased,May 1992,1992
Turok: Battle of the BionosaursTurok JP,Bit Managers,Acclaim NA/EUStarfish JP,"August 7, 1998","December 1, 1997",1998
Turrican,The Code Monkeys,Accolade,Unreleased,November 1991,1991
TV Champion,Tom Create,Yutaka,"October 28, 1994",Unreleased,Unreleased
Twin,,Athena,"January 31, 1992",Unreleased,Unreleased
Uchuu no Kishi Tekkaman Blade,Sun L,Yutaka,"December 18, 1992",Unreleased,Unreleased
Uchuu Senkan Yamato,,Bec,"July 17, 1992",Unreleased,Unreleased
Ultima: Runes of VirtueUltima JP,Origin Systems,Pony Canyon JPFCI NA,"December 14, 1991",July 1992,Unreleased
Ultima: Runes of Virtue IIUltima 2 JP,Origin Systems,Pony Canyon JPFCI NA,"November 19, 1993",March 1994,Unreleased
Ultra GolfKonamic Golf JPKonami Golf EU,Konami,Konami JP/EUUltra Games NA,"November 1, 1991",March 1992,1994
Ultraman,,Bec,"December 29, 1991",Unreleased,Unreleased
Ultraman Ball,,Bec,"December 22, 1994",Unreleased,Unreleased
Ultraman Chou Toushi Gekiden,,Angel,"August 26, 1994",Unreleased,Unreleased
Ultraman Club: Teki Kaijuu o Hakken Seyo!,TOSE,Bandai,"May 26, 1990",Unreleased,Unreleased
Umi no Nushi Tsuri 2,TOSE,Pack-In-Video,"July 10, 1998",Unreleased,Unreleased
Undercover Cops Gaiden: Hakaishin Garumaa,,Irem,"December 10, 1993",Unreleased,Unreleased
Universal Soldier,The Code Monkeys,Accolade,Unreleased,December 1992,1993
Uno 2: Small World,Jupiter Corporation,Tomy,"March 3, 1995",Unreleased,Unreleased
Uno: Small World,,Tomy,"November 26, 1993",Unreleased,Unreleased
Urban Strike,Borta,Black Pearl Software,Unreleased,November 1996,1996
Urusei Yatsura: Miss Tomobiki o Sagase!,KID,Yanoman,"July 3, 1992",Unreleased,Unreleased
V-Rally: Championship Edition,Velez & Dubail,Ocean,Unreleased,Unreleased,1998
Vattle Giuce,,IGS,"July 12, 1991",Unreleased,Unreleased
Vegas Stakes,HAL Laboratory,Nintendo,Unreleased,December 1995,Unreleased
Versus Hero: Kakutou Ou e no Michi,,Banpresto,"August 7, 1992",Unreleased,Unreleased
Volley Fire,,Toei Animation,"June 29, 1990",Unreleased,Unreleased
Wario Blast: Featuring Bomberman!Bomberman GB JP,A.I,Hudson Soft JP Nintendo NA/EU,"August 10, 1994",November 1994,1994
Wario Land II,Nintendo,Nintendo,Cancelled,"March 2, 1998","March 26, 1998"
Wario Land: Super Mario Land 3Super Mario Land 3: Wario Land JP,Nintendo,Nintendo,"January 21, 1994","February 7, 1994","May 13, 1994"
Waterworld,PAM Development,Ocean,Unreleased,Cancelled,1995
Wave Race,Pax Softnica,Nintendo,Unreleased,July 1992,"June 24, 1997"
Wayne's World,Radical Entertainment,THQ,Unreleased,November 1993,Unreleased
WCW World Championship Wrestling: The Main EventWCW Wrestling: The Main Event EU,Beam Software,FCI,Unreleased,February 1994,1994
We're Back! A Dinosaur's StoryBaby T-Rex EUBamse SWAgroSoar AU,Beam Software,Hi Tech Expressions NALaser Beam Entertainment AU/EU,Unreleased,October 1993,1993
Wedding Peach: Jamapii Panic,Atelier Double,KSS,"December 8, 1995",Unreleased,Unreleased
Welcome Nakayoshi Park,Tom Create,Bandai,"March 3, 1994",Unreleased,Unreleased
Wheel of FortuneGlücksrad DE,Data Design Interactive,GameTek,Unreleased,September 1990,1990
Who Framed Roger Rabbit,Capcom,Capcom,Unreleased,November 1991,1991
WildSnakeSuper Snakey JP,Bullet-Proof Software,Spectrum HoloByte NA Yojigen JP,"December 20, 1994",September 1994,Unreleased
Winner's Horse,NCS,NCS,"September 20, 1991",Unreleased,Unreleased
Winter Olympic Games: Lillehammer '94Winter Gold EU,Unexpected Development,U.S. Gold,Unreleased,January 1994,1994
Wizardry Gaiden 1: Suffering of the Queen,Sir-Tech,ASCII Corporation,"October 1, 1991",Unreleased,Unreleased
Wizardry Gaiden 2: Curse of the Ancient Emperor,Sir-Tech,ASCII Corporation,"December 26, 1992",Unreleased,Unreleased
Wizardry Gaiden 3: Scripture of the Dark,Sir-Tech,ASCII Corporation,"September 25, 1993",Unreleased,Unreleased
Wizards & Warriors X: The Fortress of Fear,Rare,Acclaim,Unreleased,January 1990,1990
WordZap,Realtime Associates,Jaleco,Unreleased,September 1992,Unreleased
Wordtris,Realtime Associates,Spectrum HoloByte,Unreleased,November 1992,Unreleased
World Beach Volley: 1992 GB CupWorld Beach Volley: 1991 GB Cup JP,Graphic Research,IGS JPTaito Corporation EU,"December 13, 1991",Cancelled,1992
World Bowling,Athena,Athena JPRomstar NA,"January 13, 1990",April 1990,Unreleased
World Circuit SeriesF-1 Spirit JPThe Spirit of F-1 EU,Konami,Konami JP/EUUltra Games NA,"February 28, 1991",March 1992,1992
World Cup 98,Tiertex Design Studios,THQ,Unreleased,June 1998,June 1998
World Cup USA '94,Tiertex Design Studios,Sunsoft JPU.S. Gold EU,"July 29, 1994",Cancelled,1994
World Heroes 2 JetNettou World Heroes 2 Jet JP,Takara,Takara,"February 24, 1995",August 1995,1995
World Ice Hockey,,Athena,"April 12, 1991",Unreleased,Unreleased
Worms,Team17,Ocean,Unreleased,Unreleased,1995
WWF King of the Ring,Eastridge Technology,LJN NA/EUAcclaim Japan JP,"March 25, 1994",September 1993,1994
WWF Raw,Realtime Associates,LJN,Unreleased,September 1994,1994
WWF Superstars,Rare,LJN NA/EUHot B JP,"February 14, 1992",April 1991,1991
WWF Superstars 2,Sculptured Software,LJN NA/EUAcclaim Japan JP,"May 21, 1993",August 1992,1993
WWF War Zone,Probe Entertainment Limited,Acclaim,Unreleased,June 1998,1998
X,Nintendo,Nintendo,"May 29, 1992",Unreleased,Unreleased
Xenon 2 Megablast,Teeny Weeny Games,Mindscape NA/EUPCM Complete JP,"December 25, 1992",October 1992,1992
Xerd no Densetsu,Graphic Research,Vic Tokai,"October 18, 1991",Unreleased,Unreleased
Xerd no Densetsu 2: Xerd!! Gishin no Ryouiki,Graphic Research,Vic Tokai,"February 19, 1993",Unreleased,Unreleased
Yakuman,Intelligent Systems,Nintendo,"April 21, 1989",Unreleased,Unreleased
Yamakawa Ichimonittou Nihonshi B Yougo Mondaishuu,C-Lab,Imagineer,"April 22, 1998",Unreleased,Unreleased
Yamakawa Ichimonittou Sekaishi B Yougo Mondaishuu,C-Lab,Imagineer,"March 20, 1998",Unreleased,Unreleased
Yogi Bear's Gold RushYogi Bear in Yogi Bear's Goldrush EU,Entertainment Int,GameTek NAEmpire Interactive EU,Unreleased,October 1994,"November 24, 1994"
YoshiYoshi no Tamago JPMario & Yoshi EU,Game Freak,Nintendo,"December 14, 1991",July 1992,"December 17, 1992"
Yoshi's Cookie,TOSE,Nintendo,"November 21, 1992",April 1993,"April 28, 1993"
Yu-Gi-Oh! Duel Monsters,KCE Shinjuku,Konami,"December 16, 1998",Unreleased,Unreleased
Yū Yū Hakusho,Tomy,Tomy,"July 23, 1993",Unreleased,Unreleased
Yū Yū Hakusho Dai-Ni-Dan: Ankoku Bujutsu Kai Hen,,Tomy,"December 10, 1993",Unreleased,Unreleased
Yū Yū Hakusho Dai-San-Dan: Makai no Tobira,,Tomy,"June 3, 1994",Unreleased,Unreleased
Yū Yū Hakusho Dai-Yon-Dan: Makai Tōitsu Hen,,Tomy,"December 9, 1994",Unreleased,Unreleased
Z-Kai Kyuukyoku no Eigo Koubun 285,Tomcat System,Imagineer,"November 28, 1997",Unreleased,Unreleased
Z-Kai Kyuukyoku no Eijukugo 1017,Tomcat System,Imagineer,"October 1, 1997",Unreleased,Unreleased
Z-Kai Kyuukyoku no Eitango 1500,Tomcat System,Imagineer,"July 11, 1997",Unreleased,Unreleased
Zen-Nippon Pro Wrestling Jet,Geo Factory,NCS,"July 15, 1994",Unreleased,Unreleased
Zen: Intergalactic Ninja,Konami,Konami,Unreleased,1993,1993
Zettai Muteki Raijin-Oh,,Tomy,"December 28, 1991",Unreleased,Unreleased
Zoids Densetsu,Nova Games,Tomy,"June 15, 1990",Unreleased,Unreleased
"Zool: Ninja of the ""Nth"" Dimension",Gremlin Graphics,GameTek NAGremlin GraphicsEU,Unreleased,1993,1993
Zoop,Hookstone Productions,Viacom New Media NA/EUYanoman JP,"January 31, 1997","November 5, 1995",1995
