Metal Gear Acid,"March 24, 2005","September 1, 2005","December 16, 2004",Unreleased,KCEJ,Konami
Metal Gear Acid 2,"March 21, 2006","May 19, 2006","December 8, 2005",Unreleased,Kojima Productions,Konami
Metal Gear Solid: Portable Ops,"December 5, 2006","May 25, 2007","December 21, 2006","May 15, 2007",Kojima Productions,Konami
Metal Gear Solid: Portable Ops Plus,"November 13, 2007","March 28, 2008","September 20, 2007","April 11, 2008",Kojima Productions,Konami
Metal Gear Solid: Peace Walker,"June 8, 2010","June 18, 2010","April 29, 2010","June 17, 2010",Kojima Productions,Konami
Metal Slug Anthology,"February 20, 2007","February 9, 2007","February 22, 2007","April 26, 2007",Terminal Reality,Atari / SNK Playmore
Metal Slug XX,"February 23, 2010","June 25, 2010","December 23, 2009",Unreleased,SNK Playmore,Ignition Entertainment
Miami Vice: The Game,"July 18, 2006","July 21, 2006","August 31, 2006",Unreleased,Rebellion Developments,Sierra Entertainment
Michael Jackson: The Experience,"November 23, 2010","November 26, 2010",Unreleased,Unreleased,Triumph International,Ubisoft
Micro Machines V4,"June 27, 2006","June 30, 2006",Unreleased,Unreleased,Supersonic Software,Codemasters
Midnight Club 3: DUB Edition,"June 27, 2005","September 1, 2005",Unreleased,Unreleased,Rockstar Leeds,Rockstar Games
Midnight Club: L.A. Remix,"October 20, 2008","October 24, 2008","February 5, 2009","October 24, 2008",Rockstar London,Rockstar Games
Midway Arcade Treasures: Extended Play,"December 13, 2005","February 24, 2006",Unreleased,Unreleased,Digital Eclipse,Midway Games
Military History: Commander - Europe at War,"December 6, 2010","March 20, 2009",Unreleased,Unreleased,Slitherine Strategies,Slitherine Strategies
Mimana Iyar Chronicle,Unreleased,Unreleased,"March 30, 2010",Unreleased,GungHo,Aksys Games
Mind Quiz,"October 31, 2006","November 17, 2006",Unreleased,"November 16, 2006",Sega,Ubisoft
Minna no Golf Jou Vol.1,Unreleased,Unreleased,"May 31, 2007",Unreleased,Sony Computer Entertainment,Sony Computer Entertainment
Minna no Golf Jou Vol.2,Unreleased,Unreleased,"August 2, 2007",Unreleased,Sony Computer Entertainment,Sony Computer Entertainment
Minna no Golf Jou Vol.3,Unreleased,Unreleased,"October 4, 2007",Unreleased,Sony Computer Entertainment,Sony Computer Entertainment
Minna no Golf Jou Vol.4,Unreleased,Unreleased,"November 8, 2007",Unreleased,Sony Computer Entertainment,Sony Computer Entertainment
Minna No Golf Jou: Ball Hiroi,Unreleased,Unreleased,"April 20, 2011",Unreleased,SCEJ,SCEJ
Minna no Golf Portable: Coca-Cola Special Edition,Unreleased,Unreleased,2005,Unreleased,Sony Computer Entertainment,Sony Computer Entertainment
Mirai Nikki: 13-ninme no Nikki Shoyuusha,Unreleased,Unreleased,"January 28, 2010",Unreleased,Kadokawa,Kadokawa
Mirai Nikki: 13-ninme no Nikki Shoyuusha Re-Write,Unreleased,Unreleased,"April 26, 2012",Unreleased,Kadokawa,Kadokawa
Misshitsu no Sacrifice,Unreleased,Unreleased,"February 4, 2010",Unreleased,Intense,D3 Publisher
Misshitsu no Sacrifice Jitka: Aru Heisa Shisetsu kara no Dasshutsu,Unreleased,Unreleased,"October 21, 2010",Unreleased,Intense,D3 Publisher
Misshitsu no Sacrifice: Miki High Tension Night,Unreleased,Unreleased,"April 21, 2011",Unreleased,Intense,D3 Publisher
Missing Parts the Tantei Stories Complete,Unreleased,Unreleased,"November 29, 2012",Unreleased,Fog,Nippon Ichi Software
Mite Kiite Nou de Kanjite Crossword Tengoku,Unreleased,Unreleased,"January 25, 2007",Unreleased,Sega,Sega
Miyako,Unreleased,Unreleased,"November 25, 2010",Unreleased,Sanctuary,Idea Factory
Miyako: Awayuki no Utage,Unreleased,Unreleased,"April 19, 2012",Unreleased,Sanctuary,Idea Factory
Mizu no Senritsu Portable,Unreleased,Unreleased,"December 24, 2009",Unreleased,Kid,CyberFront
Mizu no Senritsu Portable 2: Hi no Kioku,Unreleased,Unreleased,"February 25, 2010",Unreleased,CyberFront,CyberFront
MLB,"April 12, 2005",Unreleased,Unreleased,Unreleased,989 Studios,SCEA
MLB 06: The Show,"March 28, 2006",Unreleased,Unreleased,Unreleased,San Diego Studio,SCEA
MLB 07: The Show,"February 27, 2007",Unreleased,Unreleased,Unreleased,San Diego Studio,SCEA
MLB 08: The Show,"March 4, 2008",Unreleased,Unreleased,Unreleased,San Diego Studio,SCEA
MLB 09: The Show,"March 3, 2009",Unreleased,Unreleased,Unreleased,San Diego Studio,SCEA
MLB 10: The Show,"March 2, 2010",Unreleased,Unreleased,Unreleased,San Diego Studio,SCEA
MLB 11: The Show,"March 8, 2011",Unreleased,Unreleased,Unreleased,San Diego Studio,SCEA
Mobile Train Simulator + Densha de GO! Tokyo Kyuukou Hen,Unreleased,Unreleased,"February 17, 2005",Unreleased,Ongakukan,Ongakukan
Mobile Train Simulator: Keisei - Toei Asakusa - Keikyuusen,Unreleased,Unreleased,"February 23, 2006",Unreleased,Ongakukan,Ongakukan
ModNation Racers,"May 25, 2010","May 19, 2010","July 29, 2010","May 19, 2010",San Diego Studio,Sony Computer Entertainment
Moe Moe 2-Ji Daisenryaku 2,Unreleased,Unreleased,"February 4, 2010",Unreleased,SystemSoft,SystemSoft
Moe Moe 2-ji Daisenryaku Deluxe,Unreleased,Unreleased,"November 27, 2008",Unreleased,SystemSoft,SystemSoft
Moe Moe Daisensou * Gendaiban+,Unreleased,Unreleased,"September 1, 2011",Unreleased,SystemSoft,SystemSoft
Moegaku @ Portable,Unreleased,Unreleased,"September 14, 2006",Unreleased,Studio Sagittarius,Idea Factory
Moeru Mahjong: Moejong!,Unreleased,Unreleased,"October 23, 2008",Unreleased,Hudson Soft,Hudson Soft
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,Unreleased,Unreleased,"July 15, 2010",Unreleased,Hudson Soft,Hudson Soft
Monochrome,Unreleased,Unreleased,"April 8, 2010",Unreleased,Kid,CyberFront
Monster Bass,"November 25, 2011",Unreleased,Unreleased,Unreleased,Magical Company (Mahou),SCEA
Monster Hunter Freedom,"May 23, 2006","May 12, 2006","December 1, 2005","May 26, 2006",Capcom,Capcom
Monster Hunter Freedom 2,"August 28, 2007","September 7, 2007","February 22, 2007","September 12, 2007",Capcom,Capcom
Monster Hunter Portable 3,Unreleased,Unreleased,"December 1, 2010",Unreleased,Capcom Production Studio 1,Capcom
Monster Hunter Freedom Unite,"June 22, 2009","June 26, 2009","March 27, 2008","June 25, 2009",Capcom,Capcom
Monster Hunter Diary: Poka Poka Airu Village,Unreleased,Unreleased,"August 26, 2010",Unreleased,FromSoftware,Capcom
Monster Hunter Diary Poka Poka Airu Village G,Unreleased,Unreleased,"August 26, 2010",Unreleased,FromSoftware,Capcom
Monster Jam: Urban Assault,"October 28, 2008","March 13, 2009",Unreleased,Unreleased,Torus Games,Activision
Monster Jam: Path of Destruction,"November 8, 2010",Unreleased,Unreleased,Unreleased,Torus Games,Activision
Monster Kingdom: Jewel Summoner,"February 19, 2007",Unreleased,"February 23, 2006",Unreleased,Gaia,Atlus
Mortal Kombat: Unchained,"November 15, 2006","November 24, 2006",Unreleased,"November 9, 2006",JGI Entertainment,Midway Games
Mother Goose no Himitsu no Yakata,Unreleased,Unreleased,"June 23, 2011",Unreleased,Quinrose,Quinrose
Mother Goose no Himitsu no Yakata: Blue Label,Unreleased,Unreleased,"November 17, 2011",Unreleased,Quinrose,Quinrose
MotoGP,"September 26, 2006","October 26, 2006","August 24, 2006",Unreleased,Namco Bandai Games,Namco Bandai Games
MotorStorm: Arctic Edge,"September 29, 2009","September 18, 2009","September 17, 2009","November 1, 2009",Bigbig Studios,SCEE / SCEA
"Motto Nee, Chanto Shiyou yo! +Plus",Unreleased,Unreleased,"May 29, 2014",Unreleased,Candy Soft,NetRevo
Motto Nuga-Cel!,Unreleased,Unreleased,"May 20, 2010",Unreleased,Lupinus,Idea Factory
Moujuutsukai to Oujisama Portable,Unreleased,Unreleased,"June 30, 2011",Unreleased,Otomate,Idea Factory
Moujuutsukai to Oujisama: Snow Bride Portable,Unreleased,Unreleased,"February 23, 2012",Unreleased,Otomate,Idea Factory
MTX Mototrax,"June 28, 2006","February 9, 2007",Unreleased,Unreleased,Left Field Productions,Activision
Musketeer: Le Sang des Chevaliers,Unreleased,Unreleased,"July 7, 2011",Unreleased,Otomate,Idea Factory
Muso Toro,Unreleased,Unreleased,"March 19, 2009",Unreleased,FOG,Nippon Ichi Software
Musou Orochi 2: Special,Unreleased,Unreleased,"July 19, 2012",Unreleased,Omega Force,Koei
MVP Baseball,"May 18, 2005",Unreleased,Unreleased,Unreleased,EA Canada,Electronic Arts
MX vs. ATV: On the Edge,"February 27, 2006","March 17, 2006",Unreleased,Unreleased,Rainbow Studios,THQ
MX vs. ATV: Reflex,"December 1, 2009","February 5, 2010",Unreleased,"December 17, 2009",Rainbow Studios,THQ
MX vs. ATV: Untamed,"December 17, 2007","March 7, 2008",Unreleased,"March 13, 2008",Rainbow Studios,THQ
My Spanish Coach,"October 7, 2008",Unreleased,Unreleased,Unreleased,CyberFront,CyberFront
My Merry May with be,Unreleased,Unreleased,"March 25, 2010",Unreleased,CyberFront,CyberFront
The My Taxi!,Unreleased,Unreleased,"February 22, 2007",Unreleased,Tamsoft,D3Publisher
Myst,"July 19, 2009","October 13, 2006","June 15, 2006",Unreleased,Hoplite Research,Midway Games
The Mystery Team,Unreleased,Unreleased,"December 1, 2011",Unreleased,Tonika Games,SCEE
Mystereet Portable,Unreleased,Unreleased,"April 24, 2008",Unreleased,Views,Views
Mystic Chronicles,"July 16, 2013","January 29, 2014","September 4, 2012",Unreleased,"Hit-Point Co., Ltd.",Natsume
Mytran Wars,"October 26, 2009","April 17, 2009",Unreleased,Unreleased,StormRegion,Deep Silver
N+,"August 26, 2008",Unreleased,Unreleased,Unreleased,SilverBirch Studios,Atari
Namco Museum Battle Collection,"August 23, 2005","December 9, 2005","February 23, 2006",Unreleased,Namco,Namco
Nana: Subete wa Daimaou no Omichibiki!?,Unreleased,Unreleased,"July 6, 2006",Unreleased,Konami,Konami
Nanatama: Chronicle of Dungeon Maker,Unreleased,Unreleased,"February 23, 2009",Unreleased,Global A Entertainment,Global A Entertainment
Nanodiver,Unreleased,Unreleased,"September 1, 2011",Unreleased,Premium Agency,Takara Tomy
Napoleon Dynamite: The Game,"October 23, 2007",Unreleased,Unreleased,Unreleased,7 Studios,Crave Entertainment
Naraku no Shiro Portable,Unreleased,Unreleased,"December 17, 2009",Unreleased,Fog,Nippon Ichi Software
Narcissus: Moshimo Ashita ga Aru Nara,Unreleased,Unreleased,"June 24, 2010",Unreleased,Regista,Kadokawa
Narisokonai Eiyuutan: Taiyou to Tsuki no Monogatari,Unreleased,Unreleased,"July 23, 2009",Unreleased,Irem,Irem
Naruto Shippuden - Kizuna Drive,"March 22, 2011","March 25, 2011","July 15, 2010","March 31, 2011",Namco Bandai Games,Namco Bandai Games
Naruto Shippuden: Legends: Akatsuki Rising,"October 6, 2009","September 24, 2009",Unreleased,"October 2, 2009",Racjin,Namco Bandai Games
Naruto: Ultimate Ninja Heroes,"October 18, 2011","November 11, 2011","October 18, 2011","November 24, 2011",Namco Bandai Games,Namco Bandai Games
Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,"June 24, 2008","July 11, 2008","March 30, 2006","August 7, 2008",CyberConnect2,Namco Bandai Games
Naruto Shippuden: Ultimate Ninja Heroes 3,"May 11, 2010","May 14, 2010","December 10, 2009","May 20, 2010",CyberConnect2,Namco Bandai Games
Naruto Shippuden: Ultimate Ninja Impact,"October 18, 2011","May 20, 2010","May 20, 2010","May 20, 2010",CyberConnect2,Namco Bandai Games
NASCAR,"September 6, 2006","October 6, 2006",Unreleased,Unreleased,EA Tiburon,EA Sports
Natsuzora no Monologue Portable,Unreleased,Unreleased,"March 20, 2013",Unreleased,Otomate,Idea Factory
Naval Ops: Warship Gunner 2,Unreleased,Unreleased,"November 12, 2009",Unreleased,Koei,Koei
NBA,"March 24, 2005",Unreleased,Unreleased,Unreleased,989 Studios,SCEA
NBA 06,"October 4, 2005",Unreleased,Unreleased,Unreleased,San Diego Studio,SCEA
NBA 07,"September 25, 2006",Unreleased,Unreleased,Unreleased,San Diego Studio,SCEA
NBA 08,"October 12, 2007",Unreleased,Unreleased,Unreleased,San Diego Studio,SCEA
NBA 09: The Inside,"October 7, 2008",Unreleased,Unreleased,Unreleased,San Diego Studio,SCEA
NBA 10: The Inside,"October 6, 2009",Unreleased,Unreleased,Unreleased,San Diego Studio,SCEA
NBA 2K10,"October 6, 2009","October 30, 2009","October 15, 2009","October 23, 2009",Visual Concepts,2K Sports
NBA 2K11,"October 5, 2010","October 8, 2010","October 14, 2010",Unreleased,Visual Concepts,2K Sports
NBA 2K12,"October 4, 2011","October 7, 2011","October 27, 2011","October 7, 2011",Visual Concepts,2K Sports
NBA 2K13,"October 2, 2012","October 5, 2012","November 1, 2012","October 5, 2012",Visual Concepts,2K Sports
NBA Ballers: Rebound,"May 9, 2006","September 29, 2006",Unreleased,"September 28, 2006",Backbone Entertainment,Midway Games
NBA Live 06,"October 4, 2005","October 20, 2005","December 15, 2005",Unreleased,EA Canada,EA Sports
NBA Live 07,"September 25, 2006","October 6, 2006","December 21, 2006","October 6, 2006",EA Canada,EA Sports
NBA Live 08,"October 1, 2007","December 7, 2007","November 8, 2007","December 6, 2007",EA Canada,EA Sports
NBA Live 09,"October 7, 2008","October 10, 2008","October 23, 2008","October 9, 2008",EA Canada,EA Sports
NBA Live 10,"October 6, 2009","October 9, 2009","November 5, 2009","October 15, 2009",EA Canada,EA Sports
NBA Street Showdown,"April 27, 2005","September 1, 2005","September 29, 2005",Unreleased,EA Canada,EA Sports BIG
NCAA Football 07,"July 18, 2006",Unreleased,Unreleased,Unreleased,EA Tiburon,EA Sports
NCAA Football 09,"July 15, 2008",Unreleased,Unreleased,Unreleased,EA Canada,EA Sports
NCAA Football 10,"July 14, 2009",Unreleased,Unreleased,Unreleased,EA Tiburon,EA Sports
Need for Speed: Carbon – Own the City,"October 31, 2006","November 3, 2006","December 21, 2006","November 9, 2006",EA Black Box,Electronic Arts
Need for Speed: Most Wanted: 5-1-0,"November 15, 2005","November 25, 2005","December 22, 2005",Unreleased,EA Black Box,Electronic Arts
Need for Speed: ProStreet,"February 18, 2008","February 22, 2008","March 19, 2008","February 28, 2008",EA Black Box,Electronic Arts
Need for Speed: Shift,"September 15, 2009","September 18, 2009","November 12, 2009","September 24, 2009",EA Bright Light,Electronic Arts
Need for Speed: Undercover,"November 17, 2008","November 21, 2008","December 18, 2008","November 20, 2008",EA Black Box,Electronic Arts
Need for Speed: Underground Rivals,"March 24, 2005","September 1, 2005","February 24, 2005",Unreleased,EA Black Box,Electronic Arts
Nendoroid Generations,Unreleased,Unreleased,"February 23, 2012",Unreleased,Namco Bandai Games,Namco Bandai Games
Neo Angelique Special,Unreleased,Unreleased,"September 20, 2008",Unreleased,Koei Tecmo Games,Koei Tecmo Games
Neo Geo Heroes: Ultimate Shooting,"December 6, 2010","December 8, 2010","July 29, 2010",Unreleased,Moss,SNK Playmore
Neopets: Petpet Adventures: The Wand of Wishing,"March 14, 2006",Unreleased,Unreleased,Unreleased,Santa Monica Studio,SCEA
Never 7: The End of Infinity,Unreleased,Unreleased,"March 12, 2009",Unreleased,CyberFront,CyberFront
Neverland Card Battles,"October 27, 2008",Unreleased,"October 30, 2008",Unreleased,Idea Factory,Yuke's
NFL Street 2: Unleashed,"March 24, 2005","September 1, 2005",Unreleased,Unreleased,EA Canada,EA Sports BIG
NFL Street 3,"November 14, 2006",Unreleased,Unreleased,Unreleased,EA Tiburon,EA Sports BIG
NHL 07,"September 12, 2006","September 22, 2006",Unreleased,"October 20, 2006",EA Canada,Electronic Arts
NHRA Drag Racing: Countdown to the Championship,"August 27, 2007",Unreleased,Unreleased,Unreleased,Pipeworks Software,THQ
Nichijou: Uchuujin,Unreleased,Unreleased,"July 28, 2011",Unreleased,Kadokawa,Kadokawa
Nikoli no Sudoku +2 Dai-Is-Shuu: Sudoku - Nurikabe - Heyawake,Unreleased,Unreleased,"November 25, 2010",Unreleased,Hamster,Hamster
Nikoli no Sudoku +3 Dai-Ni-Shuu: Sudoku - Kakuro - Bijutsukan - Hitori ni Shitekure,Unreleased,Unreleased,"January 13, 2011",Unreleased,Hamster,Hamster
Nikoli no Sudoku +3 Dai-San-Shuu: Sudoku - Slither Link - Masyu - Yajilin,Unreleased,Unreleased,"March 10, 2011",Unreleased,Hamster,Hamster
Nikoli no Sudoku +3 Dai-Yon-Shuu: Sudoku - Number Link - Shikaku ni Kire - Hashi o Kakero,Unreleased,Unreleased,"June 9, 2011",Unreleased,Hamster,Hamster
Ninja Katsugeki: Tenchu Kurenai Portable,Unreleased,Unreleased,"January 28, 2010",Unreleased,From Software,From Software
Ninja Katsugeki: Tenchu San Portable,Unreleased,Unreleased,"August 27, 2009",Unreleased,From Software,From Software
Ninki Pro Wrestler,Unreleased,Unreleased,"April 20, 2011",Unreleased,SCEJ,SCEJ
Nippon no Asoko de,Unreleased,Unreleased,"May 1, 2008",Unreleased,SCEI,SCEI
Nise no Chigiri,Unreleased,Unreleased,"August 26, 2010",Unreleased,Otomate,Idea Factory
Nise no Chigiri: Omoide no Saki e,Unreleased,Unreleased,"July 21, 2011",Unreleased,Otomate,Idea Factory
Nishimura Kyoutarou Travel Mystery: Akugyaku no Kisetsu Tokyo Nanki Shirahama Renzoku Satsujin Jiken,Unreleased,Unreleased,"June 4, 2009",Unreleased,Marvelous Entertainment,Marvelous Entertainment
No Fate! Only the Power of Will,Unreleased,Unreleased,"February 25, 2010",Unreleased,Alchemist,Alchemist
No Gravity: The Plague of Mind,"February 26, 2009","March 5, 2009","March 5, 2009",Unreleased,Blackjack,Success
No Heroes Allowed!Yuusha no Kuse ni Namaikida: 3D,"November 1, 2010","November 3, 2010","March 11, 2010",Unreleased,Acquire,SCEA
Nobunaga no Yabou: ReppuudenNobunaga no Yabou: Reppuuden with Power Up Kit,Unreleased,Unreleased,"March 16, 2006",Unreleased,Koei,Koei
Nobunaga no Yabou: Shouseiroku,Unreleased,Unreleased,"December 22, 2005",Unreleased,Koei,Koei
Nobunaga no Yabou: Soutenroku,Unreleased,Unreleased,"August 4, 2011",Unreleased,Koei,Koei
Nobunaga no Yabou: Tenshouki,Unreleased,Unreleased,"September 1, 2005",Unreleased,Koei,Koei
Nogizaka Haruka no Himitsu: Doujinshi Hajimemashita,Unreleased,Unreleased,"October 28, 2010",Unreleased,ASCII Media Works,ASCII Media Works
Norn9: Norn + Nonette,Unreleased,Unreleased,"May 30, 2013",Unreleased,Otomate,Idea Factory
Nou ni Kaikan: Aha Taiken,Unreleased,Unreleased,"June 22, 2006",Unreleased,Sega,Sega
Nou ni Kaikan: Minna de Aha Taiken!,Unreleased,Unreleased,"November 30, 2006",Unreleased,Sega,Sega
Nozomi Kanaetamae: Daydream Reconstruct,Unreleased,Unreleased,"August 21, 2012",Unreleased,Vallel,Hopemoon
NumblastQruton,"November 5, 2009","July 2, 2009","June 18, 2009","July 2, 2009",SCEI,SCEI
Numpla 10000-Mon,Unreleased,Unreleased,"April 10, 2008",Unreleased,Blackjack,Success
Numpla & Oekaki Puzzle,Unreleased,"May 23, 2008","August 10, 2006",Unreleased,Blackjack,Success
O*G*A Onigokko Royale: Hunter wa Kotou de Koiosuru,Unreleased,Unreleased,"July 18, 2013",Unreleased,Idea Factory,Idea Factory
Obscure: The Aftermath,"October 13, 2009","October 9, 2009",Unreleased,"October 22, 2009",Hydravision Entertainment,Ignition Entertainment
Okashi na Shima no Peter Pan: Sweet Never Land,Unreleased,Unreleased,"October 6, 2011",Unreleased,Quinrose,Quinrose
Omerta: Chinmoku no Okite - The Legacy,Unreleased,Unreleased,"November 20, 2014",Unreleased,Karin Chatnoir Omega,Karin Entertainment
Omochabako no Kuni no Alice: Wonderful Wonder World,Unreleased,Unreleased,"December 22, 2011",Unreleased,Quinrose,Quinrose
Omoi no Kakera: Close To,Unreleased,Unreleased,"December 22, 2011",Unreleased,CyberFront,CyberFront
Omoide ni Kawaru-Kimi: Memories Off,Unreleased,Unreleased,"August 14, 2008",Unreleased,5pb,CyberFront
One Piece : Romance Dawn,Unreleased,Unreleased,"December 20, 2012",Unreleased,Namco Bandai Games,Namco Bandai Games
Onechanbara Special,Unreleased,Unreleased,"March 31, 2011",Unreleased,Tamsoft,D3Publisher
Onigokko! Portable,Unreleased,Unreleased,"June 27, 2013",Unreleased,Alcot,Alchemist
Online Chess Kingdoms,"November 28, 2006","February 9, 2007",Unreleased,February 2007,Konami,Konami
Onore no Shinzuru Michi o Yuke,Unreleased,Unreleased,"June 11, 2009",Unreleased,Silicon Studio,From Software
Ooedo Senryoubako,Unreleased,Unreleased,"February 23, 2006",Unreleased,Taito,Taito
Ookami Kakushi,Unreleased,Unreleased,"August 20, 2009",Unreleased,Konami,Konami
Open Season,"September 19, 2006","October 6, 2006",Unreleased,Unreleased,Ubisoft Montreal,Ubisoft
Ore ni Hatarakette Iwaretemo,Unreleased,Unreleased,"April 24, 2012",Unreleased,e-smile,e-smile
Ore ni Hatarakette Iwaretemo Otsu,Unreleased,Unreleased,"April 24, 2013",Unreleased,e-smile,e-smile
Ore no Dungeon,Unreleased,Unreleased,"November 30, 2006",Unreleased,Climax Entertainment,Sega
Ore no Imoto ga Konna ni Kawaii Wake ga Nai Portable,Unreleased,Unreleased,"January 27, 2011",Unreleased,Bandai Namco Games,Bandai Namco Games
Ore no Imoto ga Konna ni Kawaii Wake ga Nai Portable ga Tsuzuku Wake ga Nai,Unreleased,Unreleased,"May 17, 2012",Unreleased,Bandai Namco Games,Bandai Namco Games
Ore no Kanojo no Uraomote: Pure Sweet Heart,Unreleased,Unreleased,"December 19, 2013",Unreleased,Aries,Alchemist
Ore no Shikabane o Koete Yuke,Unreleased,Unreleased,"November 10, 2011",Unreleased,Alfa System,SCEI
Ore wa Shoujo Mangaka,Unreleased,Unreleased,"February 23, 2013",Unreleased,Giza10,Giza10
Oretachi no Sabage Portable,Unreleased,Unreleased,"October 25, 2008",Unreleased,Best Media,Best Media
Oretachi no Sabage Versus,Unreleased,Unreleased,"August 5, 2010",Unreleased,Best Media,Best Media
Othello,Unreleased,Unreleased,"March 25, 2010",Unreleased,Arc System Works,Arc System Works
Otome wa Boku ni Koishiteru Portable,Unreleased,Unreleased,"April 29, 2010",Unreleased,Alchemist,Alchemist
Otome wa Boku ni Koishiteru Portable: Futari no Elder,Unreleased,Unreleased,"April 28, 2011",Unreleased,Alchemist,Alchemist
Otometeki Koi Kakumei * Love Revo! Portable,Unreleased,Unreleased,"May 20, 2010",Unreleased,HuneX,Idea Factory
Otometeki Koi Kakumei * Love Revo!! 100 kg Kara Hajimaru Koi Monogatari,Unreleased,Unreleased,"January 17, 2013",Unreleased,HuneX,Idea Factory
Ouka Sengoku Portable,Unreleased,Unreleased,"July 5, 2012",Unreleased,Apricot,Alchemist
Oumagatoki: Kaidan Romance,Unreleased,Unreleased,"March 29, 2012",Unreleased,Quinrose,Quinrose
OutRun 2006: Coast 2 Coast,"April 25, 2006","March 31, 2006",Unreleased,"April 6, 2006",Sumo Digital,Sega
Over the Hedge: Hammy Goes Nuts!,"November 21, 2006","February 16, 2007",Unreleased,Unreleased,Amaze Entertainment,Activision
P-Kara,Unreleased,Unreleased,"December 14, 2006",Unreleased,Sony Computer Entertainment,Sony Computer Entertainment
Pac-Man World 3,"December 6, 2005","June 2, 2006",Unreleased,Unreleased,Blitz Games,Namco
Pac-Man World Rally,"August 22, 2006","August 24, 2007",Unreleased,Unreleased,Smart Bomb Interactive,Namco Bandai Games
Pachinka Mania P: CR Tekkenden Tough,Unreleased,Unreleased,"September 16, 2010",Unreleased,Dorart,Dorart
PachiPara Slot + Pachi-Slot Daiku no Gen-San: Ikuze! Honoo no Gen-Matsuri-Hen,Unreleased,Unreleased,"January 24, 2013",Unreleased,Irem,Irem
PachiPara Slot: Pachi-Slot Super Umi Monogatari in Okinawa,Unreleased,Unreleased,"May 26, 2011",Unreleased,Irem,Irem
PangYa: Fantasy Golf,"June 23, 2009",Unreleased,2009/04/16}},Unreleased,Ntreev Soft,Takara Tomy
Panic Palette Portable,Unreleased,Unreleased,"August 31, 2008",Unreleased,Takuyo,Takuyo
PaRappa the Rapper,"July 17, 2007","July 6, 2007","December 7, 2006","August 9, 2007",SCE Studios Japan,SCEI / SCEE / SCEA
Parodius Portable,Unreleased,Unreleased,"January 25, 2007",Unreleased,Konami,Konami
Pastel Chime Continue,Unreleased,Unreleased,"December 9, 2010",Unreleased,Alice Soft,5pb
Patapon,"February 26, 2008","February 22, 2008","December 20, 2007","February 28, 2008",SCE Studios Japan,SCEI / SCEE / SCEA
Patapon 2,"May 5, 2009","March 6, 2009","November 27, 2008","March 6, 2009",SCE Studios Japan,SCEI / SCEE / SCEA
Patapon 3,"April 12, 2011","April 15, 2011","April 28, 2011",Unreleased,Pyramid/ Sony,Sony
Patchwork HeroesHyakumanton no Bara Bara,"March 17, 2010","March 18, 2008","February 18, 2010",Unreleased,Acquire,SCEI / SCEE / SCEA
Patlabor: Come Back Mini-Pato,Unreleased,Unreleased,"November 2, 2005",Unreleased,Bandai,Bandai
Payout Poker & Casino,"August 15, 2006",Unreleased,Unreleased,Unreleased,Bits Studios,Namco Bandai Games
PDC World Championship Darts 2008,"June 16, 2009","September 26, 2008",Unreleased,Unreleased,Oxygen Studios,Oxygen Games
Peggle,"November 15, 2010",Unreleased,Unreleased,Unreleased,PopCap,PopCap
Peter Jackson's King Kong: The Official Game of the Movie,"December 20, 2005","December 16, 2005",Unreleased,"December 20, 2005",Phoenix Studio,Ubisoft
Petz Hamsterz Bunch[5],"October 27, 2009","June 19, 2009","December 18, 2008",Unreleased,Ubisoft,Ubisoft
Petz: Dogz Family,"October 27, 2009",Unreleased,Unreleased,Unreleased,Ubisoft,Ubisoft
Petz: My Puppy Family,Unreleased,"June 19, 2009",Unreleased,"September 1, 2010",Ubisoft,Ubisoft
Petz: Saddle Club[6],"October 27, 2009",Unreleased,Unreleased,Unreleased,Ubisoft,Ubisoft
Phantasy Star Portable,"March 3, 2009","April 17, 2009","July 31, 2008","April 16, 2009",Alfa System,Sega
Phantasy Star Portable 2,"September 14, 2010","September 17, 2010","December 3, 2009","September 16, 2010",Alfa System,Sega
Phantasy Star Portable 2 Infinity,Unreleased,Unreleased,"February 24, 2011",Unreleased,Alfa System,Sega
Phantom Brave: The Hermuda Triangle,"March 8, 2011","March 9, 2011","October 28, 2010",Unreleased,Nippon Ichi Software,NIS America
Phantom Kingdom Portable,Unreleased,Unreleased,"October 6, 2011",Unreleased,Nippon Ichi Software,Nippon Ichi Software
Phase Shift: Threats Beyond the Network,Unreleased,Unreleased,Unreleased,"November 25, 2013",Dark Potato Studios,Dark Potato Studios
Phase-D: Akaki no Shou,Unreleased,Unreleased,"April 26, 2012",Unreleased,Boost On,Boost On
Phase-D: Aohana no Shou,Unreleased,Unreleased,"January 26, 2012",Unreleased,Boost On,Boost On
Phase-D: Kurosei no Shou,Unreleased,Unreleased,"March 29, 2012",Unreleased,Boost On,Boost On
Phase-D: Shirokage no Shou,Unreleased,Unreleased,"February 23, 2012",Unreleased,Boost On,Boost On
Phi Brain: Kizuna no Puzzle,Unreleased,Unreleased,"May 31, 2012",Unreleased,Arc System Works,Arc System Works
Phineas and Ferb: Across the 2nd Dimension,"November 27, 2012","October 31, 2012",Unreleased,Unreleased,Virtual Toys,Disney Interactive Studios
Photo Kano,Unreleased,Unreleased,"February 2, 2012",Unreleased,Dingo Inc.,Kadokawa Games
