Phelios,Namco,Namco,"July 20, 1990",October 1990,December 1991,
Pink Goes To Hollywood,HeadgamesManley & AssociatesNu Romantic Productions,TecMagikNA/EU,Unreleased,November 1993,November 1993,
The Pirates of Dark Water,Iguana Entertainment,Sunsoft,Unreleased,May 1994,September 1994,
Pirates! Gold,MicroProse,MicroProse,Unreleased,August 1993,Unreleased,
Pit-Fighter,Sterling Silver Software,Tengen,"March 27, 1992",November 1991,April 1992,
Pitfall: The Mayan Adventure,Redline Games,Activision,Unreleased,December 1994,December 1994,
Populous,Bullfrog Productions,Electronic ArtsNA/PALSegaJP,"August 9, 1991",December 1990,December 1990,
Power Drive,Rage Software,U.S. Gold,Unreleased,January 1995,January 1995,
Powermonger,Bullfrog ProductionsSprytes,Electronic ArtsNA/PALElectronic Arts VictorJP,"June 18, 1993",March 1993,March 1993,
PowerballWrestle BallJP,Namco,Namco,"February 8, 1991",April 1991,,
Predator 2,Teeny Weeny GamesKrisalis Software,Arena Entertainment,Unreleased,September 1992,September 1992,
Premier Manager,Realms of FantasyGremlin Interactive,Sega,Unreleased,Unreleased,November 1995,
Premier Manager 97,Gremlin Interactive,Sega,Unreleased,Unreleased,"October 31, 1996",
Primal Rage,Probe Entertainment,Time Warner Interactive,Unreleased,"August 25, 1995","August 25, 1995",
Prime Time NFL Starring Deion Sanders,Spectacular Games,Sega,Unreleased,November 1995,Unreleased,
Prince of Persia,Domark,TengenNADomarkPAL,Unreleased,January 1994,March 1994,
Pro Moves Soccer,Zyrinx,Asciiware,Unreleased,March 1994,Unreleased,
Pro Quarterback,Leland Interactive Media,Tradewest,Unreleased,December 1992[27],Unreleased,
Pro Striker Final Stage,Nextech,Sega,"August 4, 1995",Unreleased,Unreleased,
Psy-O-Blade,T&E Soft,Sigma Enterprises,"April 27, 1990",Unreleased,Unreleased,
Psycho Pinball,Codemasters,Codemasters,Unreleased,Unreleased,"November 25, 1994",
Puggsy,Traveller's TalesKrisalis Software,Psygnosis,Unreleased,"January 6, 1994","November 15, 1993",
Pulseman,Game Freak,Sega,"July 22, 1994",Unreleased,Unreleased,
The Punisher,Sculptured Software,Capcom,Unreleased,February 1995,February 1995,
Puyo Puyo,Compile,Sega,"December 18, 1992",Unreleased,Unreleased,
Puyo Puyo Tsuu,Compile,Compile,"December 2, 1994",Unreleased,Unreleased,
Puzzle & Action: Ichidant-R,SegaCRI,Sega,"January 13, 1995",Unreleased,Unreleased,
Puzzle & Action: Tant-R,Sega,Sega,"April 1, 1994",Unreleased,Unreleased,
Quackshot starring Donald DuckI Love Donald Duck: Georgia Ou no HihouJP,Sega AM7,Sega,"December 20, 1991",November 1991[24],1991,
Quad ChallengeMegaTraXJP,Now Production,Namco,"August 6, 1991",October 1991,Unreleased,
R.B.I. Baseball '93,Tengen,Tengen,Unreleased,June 1993,Unreleased,
R.B.I. Baseball '94,Tengen,Tengen,Unreleased,April 1994,1994,
R.B.I. Baseball 3,Tengen,Tengen,Unreleased,December 1991[23],Unreleased,
R.B.I. Baseball 4,Tengen,Tengen,"December 18, 1992",September 1992[32],Unreleased,
Race Drivin',Polygames,Tengen,Unreleased,"March 12, 1993",Unreleased,
Radical Rex,Beam Software,Activision,Unreleased,Nov 1994,1994,
Raiden TradRaiden Densetsu JP,Seibu KaihatsuMicronetBeyond Interactive,Micronet,"July 6, 1991",September 1991,Unreleased,
Rainbow Islands Extra,Aisystem TokyoCube,Taito,"October 5, 1990",Unreleased,Unreleased,
Rambo III,Sega,Sega,"October 21, 1989",December 1989,September 1990,
Rampart,Silicon Sorcery,Tengen,"December 11, 1992",September 1991[32],Unreleased,
Ranger XEx-Ranza JP,Gau EntertainmentCube,Sega,"May 28, 1993",October 1993,August 1993,
Ransei no Hasha,"SystemSoftSPS Co., Ltd.",Asmik,"November 29, 1991",Unreleased,Unreleased,
Rastan Saga II,Opera House,Taito,"August 10, 1990",April 1991,Unreleased,
Red Zone,Zyrinx,Time Warner Interactive,Unreleased,November 1994,1994,
The Ren & Stimpy Show: Stimpy's Invention,BlueSky Software,Sega,Unreleased,December 1993,1993,
Rent a Hero,Sega AM2,Sega,"September 20, 1991",Unreleased,Unreleased,
The Revenge of ShinobiThe Super ShinobiJP,Sega AM7,Sega,"December 2, 1989","December 2, 1989","March 22, 1990",
Revolution X,Rage Software,Acclaim Entertainment,Unreleased,December 1995[43],1994,
Richard Scarry's Busytown,Novotrade,Sega,Unreleased,October 1994,Unreleased,
Rings of Power,Naughty Dog,Electronic Arts,Unreleased,January 1992[21],1991,
Rise of the Robots,Data Design Interactive,Acclaim Entertainment,Unreleased,Unreleased,1994,
Risk,Sculptured Software,Parker Brothers,Unreleased,1994,Unreleased,
Risky WoodsJashin DraxosJP,Zeus Software,Electronic ArtsNA/PALElectronic Arts VictorJP,"February 19, 1993",December 1992[27],1992,
RistarRistar: The Shooting StarJP,Sega,Sega,"February 17, 1995","February 16, 1995","February 18, 1995",
Road Rash,Electronic Arts,Electronic ArtsNA/PALElectronic Arts VictorJP,"November 20, 1992",September 1991[44],1991,
Road Rash II,EA Studios,Electronic ArtsNA/PALElectronic Arts VictorJP,"July 27, 1993",December 1992[27],1992,
Road Rash 3,Monkey Do Productions,Electronic Arts,Unreleased,March 1995[45],1995,
RoadBlasters,Sterling Silver Software,Tengen,"February 28, 1992",November 1991[24],Unreleased,
RoboCop 3,Ocean SoftwareEden EntertainmentKrisalis Software,Flying Edge,Unreleased,November 1993,December 1993,
RoboCop Versus The Terminator,Virgin Games,Virgin Games,"May 28, 1994","May 19, 1994",1994,
Rock n' Roll Racing,Silicon & Synapse,Interplay Entertainment,Unreleased,November 1994,1994,
Rocket Knight Adventures,Konami,Konami,"August 6, 1993","August 5, 1993",1993,
Roger Clemens' MVP Baseball,Sculptured Software,Flying Edge,Unreleased,September 1992,Unreleased,
Rolling Thunder 2,Namco,Namco,"November 19, 1991",February 1992[28],1991,
Rolling Thunder 3,Now Production,Namco,Unreleased,"May 19, 1993",Unreleased,
Rolo to the RescueZou! Zou! Zou! Rescue DaisakusenJP,Vectordean,Electronic ArtsNA/PALElectronic Arts VictorJP,"April 29, 1993",January 1993[17],1992,
Romance of the Three Kingdoms IISangokushi IIJP,Koei,Koei,"December 26, 1991",September 1992[32],Unreleased,
Romance of the Three Kingdoms III: Dragon of DestinySangokushi IIIJP,Koei,Koei,"November 8, 1992",February 1994,Unreleased,
Rugby World Cup '95,The Creative Assembly,Electronic Arts,Unreleased,April 1995,1994,
SagaiaDarius IIJP,Taito,Taito,"December 20, 1990",April 1991,Unreleased,
Saint Sword,Cyclone System,Taito,"June 28, 1991",October 1991,Unreleased,
Sampras Tennis 96,Codemasters,Sportsmaster,Unreleased,Unreleased,1995,
Samurai ShodownSamurai SpiritsJP,Saurus,Takara,"November 19, 1994",November 1994,1994,
Sangokushi Retsuden: Ransei no Eiyuu-tachi,TOSE,Sega,"April 29, 1991",Unreleased,Unreleased,
Saturday Night Slam Masters,Capcom,Capcom,Unreleased,February 1995,May 1995,
Scooby-Doo Mystery,Illusions Gaming Company,Acclaim Entertainment,Unreleased,October 1995,Unreleased,
SeaQuest DSV,Sculptured Software,Black Pearl Software,Unreleased,February 1995,1994,
Second Samurai,Psygnosis,Vivid Image,Unreleased,Unreleased,1994,
Sensible Soccer: European Champions,Sensible Software,Sony Imagesoft,Unreleased,Unreleased,1993,
Sesame Street: Counting Cafe,Electronic Arts,Electronic Arts,Unreleased,November 1994,Unreleased,
Shadow BlastersShiten MyououJP,Cyclone System,Sigma EnterprisesJPSage's CreationNA,"August 10, 1990",September 1990,Unreleased,
Shadow DancerThe Secret of ShinobiJP,Sega,Sega,"December 1, 1990","June 23, 1991",1991,
Shadow of the BeastShadow of the Beast: Mashou no OkiteJP,Psygnosis,Electronic Arts,"March 27, 1992",November 1991[24],1991,
Shadow of the Beast II,Psygnosis,Electronic Arts,Unreleased,November 1992[20],1992,
Shadowrun,BlueSky Software,Sega,Unreleased,June 1994,Unreleased,
Shanghai II: Dragon's Eye,Home Data,Activision,Unreleased,May 1994,Unreleased,
Shaq Fu,Delphine Software,Electronic Arts,Unreleased,"October 28, 1994",1994,
Shi-Kin-Jou,Scap TrustSunsoft,Sunsoft,"April 27, 1991",Unreleased,Unreleased,
Shining ForceShining Force: Kamigami no IsanJP,SonicClimax,Sega,"March 20, 1992",July 1993,July 1993,
Shining Force IIShining Force II: Inishie no FuuinJP,Sonic,Sega,"October 1, 1993",October 1994,"July 2, 1994",
Shining in the DarknessShining and the DarknessJP,SonicClimax,Sega,"March 29, 1991",October 1991,October 1991,
Shinobi III: Return of the Ninja MasterThe Super Shinobi IIJP,Sega,Sega,"July 23, 1993","August 22, 1993","July 24, 1993",
Shougi no Hoshi,Home Data,Home Data,"October 31, 1991",Unreleased,Unreleased,
Shove It! ...The Warehouse GameShijou Saidai no SoukobanJP,NCS,MasayaJPDreamWorksNA,"January 30, 1990",May 1990,Unreleased,
Show do Milhão,Tectoy,Tectoy,Unreleased,Unreleased,Unreleased,BR (2001)[46]
Show do Milhão vol.2,Tectoy,Tectoy,Unreleased,Unreleased,Unreleased,BR (2002)[47]
Shura no Mon,SIMS,Sega,"August 7, 1992",Unreleased,Unreleased,
Side Pocket,Data East,Data East NA/JP Sega PAL,"December 11, 1992",August 1992[35],1992,
The Simpsons: Bart vs. the Space Mutants,Arc Developments,Flying Edge,Unreleased,June 1992[26],1992,
The Simpsons: Bart's Nightmare,Sculptured Software,Flying Edge,Unreleased,October 1993,1993,
Skeleton Krew,Core Design,Core Design,Unreleased,May 1995,1995,
Skitchin',Electronic Arts,Electronic Arts,Unreleased,March 1994[48],March 1994[49],
Slam Dunk: Kyougou Makkou Taiketsu!,SIMS,Bandai,"April 28, 1995",Unreleased,Unreleased,
Slap Fight MD,MNM Software,Tengen,"June 11, 1993",Unreleased,Unreleased,
Slaughter SportFat ManJP,Sanritsu,Razorsoft,"October 12, 1990","December 20, 1991[50]",1990,
The Smurfs,Infogrames,Infogrames,Unreleased,Unreleased,1995,
The Smurfs: Tour of the World,Infogrames,Infogrames,Unreleased,Unreleased,1996,
Snake Rattle 'n' Roll,Rare,Sega,Unreleased,Unreleased,1993,
Snow Bros.: Nick & Tom,Toaplan/Cube,Tengen,"May 28, 1993",Unreleased,Unreleased,
SocketTime Dominator 1stJP,Vic Tokai,Vic Tokai,"March 25, 1994","August 17, 1993",Unreleased,
Sol-Deace,Wolf Team,Renovation Products,Unreleased,April 1992[16],Unreleased,
Sonic 3D BlastSonic 3D Flickies' IslandPAL,Traveller's Tales,Sega,Unreleased,"November 7, 1996","November 14, 1996",
Sonic & Knuckles,Sonic Team,Sega,"October 18, 1994","October 18, 1994","October 18, 1994",
Sonic the Hedgehog,Sonic Team,Sega,"July 26, 1991","June 23, 1991","June 23, 1991[51]",
Sonic the Hedgehog 2,Sonic Team,Sega,"November 21, 1992","November 24, 1992","November 24, 1992",
Sonic the Hedgehog 3,Sonic Team,Sega,"May 27, 1994","February 2, 1994","February 24, 1994",
Sonic Spinball,Sega Technical Institute,Sega,"December 10, 1993","November 18, 1993","November 26, 1993",
Sorcerer's KingdomSorcer KingdomJP,NCS,Treco,"February 7, 1992",January 1993[52],1992,
Sorcerian,Sega R&D2,Sega,"February 24, 1990",Unreleased,Unreleased,
Space Harrier II,Sega,Sega,"October 29, 1988","August 14, 1989","November 30, 1990",
Space Invaders '91Space Invaders 90JP,Taito,Taito,"September 7, 1990",April 1991,1991,
Sparkster: Rocket Knight Adventures 2,Konami,Konami,"September 23, 1994","February 22, 1994","May 8, 1994",
Speedball 2Speedball 2: Brutal DeluxeNA,The Bitmap Brothers,Arena EntertainmentCSK JP,"June 19, 1992",December 1991,October 1992,
Spider-Man: The Animated Series,Western Technologies,Acclaim Entertainment,Unreleased,March 1995,Unreleased,
Spider-Man vs. The Kingpin,Technopop,Sega,"October 18, 1991",August 1991,September 1991,
Spider-Man and Venom: Maximum Carnage,Software Creations (US),Acclaim Entertainment,"May 26, 1995","September 16, 1994","November 24, 1994",
Spider-Man and the X-Men in Arcade's Revenge,Software Creations (US),Flying Edge,Unreleased,November 1993,1993,
Spirou,Infogrames,Infogrames,Unreleased,Unreleased,1995,
Splatterhouse 2,Now Production,Namco,"August 4, 1992",June 1992[26],"October 8, 1992",
Splatterhouse 3,Now Production,Namco,"March 18, 1993",August 1993,Unreleased,
Spot Goes To Hollywood,Eurocom,Virgin Games,Unreleased,November 1995,February 1996,
S.S. Lucifer: Man Overboard!,Odysseus Software,Codemasters,Unreleased,Unreleased,1994,
Star Control,Toys For Bob,Accolade,Unreleased,June 1991,1991,
Star Cruiser,Arsys Software,Masaya,"December 21, 1990",Unreleased,Unreleased,
Star Trek: Deep Space Nine – Crossroads of Time,Novotrade,Playmates Interactive,Unreleased,July 1995,1995,
Star Trek: The Next Generation: Echoes from the Past,MicroProse,Sega,Unreleased,June 1994,Unreleased,
Starflight,Binary Systems,Electronic Arts,Unreleased,November 1991,1991,
Stargate,Probe Entertainment,Acclaim Entertainment,Unreleased,May 1995,1995,
Steel EmpireEmpire of SteelPALKoutetsu Teikoku: Steel EmpireJP,Hot B,Hot BJPAcclaim EntertainmentNA/PAL,"March 13, 1992",May 1992[31],1992,
Steel Talons,Tengen,Tengen,"June 25, 1993",December 1992,1992,
Stormlord,Punk Development,RazorsoftNAMicro WorldJP,"March 27, 1992",June 1991,Unreleased,
Street Fighter II: Champion EditionStreet Fighter II' Plus: Champion EditionJP,Capcom,Capcom,"September 28, 1993","September 27, 1993","October 29, 1993",
Street Racer,Vivid Image,Ubisoft,Unreleased,Unreleased,1995,
Street Smart,Treco,Treco,"July 19, 1991",August 1991,Unreleased,
Streets of RageBare Knuckle: Ikari no TekkenJP,Sega AM7,Sega,"August 2, 1991","September 18, 1991",October 1991,
Streets of Rage 2Streets of Rage IIPALBare Knuckle II: Shitou e no ChingonkaJP,Sega AM7Ancient,Sega,"January 14, 1993","December 20, 1992[17]",January 1993,
Streets of Rage 3Bare Knuckle IIIJP,Sega AM7,Sega,"March 18, 1994",April 1994,April 1994,
StriderStrider HiryuuJP,Sega,Sega,"September 29, 1990","November 5, 1990",1990,
Strider IIStrider IIPAL,Tiertex,U.S. Gold,Unreleased,July 1993,1992,
Striker,Rage Software,Sega,Unreleased,Unreleased,1995,
Sub-Terrania,Zyrinx,Sega,Unreleased,Apr 1994,1994,
Summer Challenge,Accolade,Accolade,Unreleased,June 1993,1993,
Sunset Riders,Konami,Konami,Unreleased,December 1992[27],1992,
Super Baseball 20202020 Super BaseballJP,NuFX,Electronic Arts,"March 4, 1994",October 1993,Unreleased,
Super Battleship,Synergistic,Mindscape,Unreleased,November 1993,Unreleased,
Super Battletank: War in the Gulf,Imagineering,Absolute Entertainment,Unreleased,December 1992[27],Unreleased,
Super Daisenryaku,Sega R&D 2,Sega,"April 29, 1989",Unreleased,Unreleased,
Super Fantasy Zone,Sunsoft,Sunsoft,"January 14, 1992",Unreleased,1992,
Super Hang-On,Sega,Sega,"October 6, 1989",December 1989,November 1990,
Super High Impact,Beam Software,Acclaim Entertainment,Unreleased,September 1992[32],Unreleased,
Super Hydlide,T&E Soft,AsmikJPSeismicNA,"October 6, 1989",April 1990,1991,
Super Kick Off,Anco SoftwareTiertex,U.S. Gold,Unreleased,Unreleased,1992,
Super Monaco GP,Sega,Sega,"August 9, 1990",September 1990,January 1991,
"Super Monaco GP II, Ayrton Senna's",Sega,Sega,"July 17, 1992",September 1992[32],August 1992,
Super Off Road,Software Creations,Ballistic,Unreleased,April 1992,1992,
Super Skidmarks,Acid,Codemasters,Unreleased,Unreleased,1995,
Super Smash TV,Probe Software,Acclaim Entertainment,Unreleased,September 1992[32],1992,
Super Street Fighter IISuper Street Fighter II: The New ChallengersJP,Capcom,Capcom,"June 24, 1994","July 18, 1994","August 24, 1994",
Super Thunder Blade,Sega,Sega,"October 29, 1988","August 14, 1989","November 30, 1990",
Super Volleyball,Video System,Video SystemJPSegaNA,"February 1, 1991",August 1991,Unreleased,
SupermanSuperman: The Man of SteelPAL,Sunsoft,Sunsoft,Unreleased,October 1992[53],1992,
Surging Aura,Japan Media Programming,Sega,"March 17, 1995",Unreleased,Unreleased,
Sword of Sodan,Innerprise Software,Electronic ArtsNASegaJP,"October 11, 1991",February 1991,1990,
Sword of VermilionVermilionJP,Sega,Sega,"December 16, 1989","January 28, 1991","April 22, 1991",
Syd of ValisSD ValisJP,Telenet Japan,Telenet JapanRenovation Products,"February 14, 1992",April 1992[16],Unreleased,
Sylvester and Tweety in Cagey Capers,"Alexandria, Inc.",TecMagik,Unreleased,August 1994,1994,
Syndicate,Bullfrog Productions,Electronic Arts,Unreleased,December 1994,1994,
T2: Terminator 2: Judgement Day,Bits Studios,Flying Edge,Unreleased,December 1993,1993,
T2: The Arcade Game,Probe SoftwareKrisalis Software,Arena EntertainmentNA/PALAcclaim EntertainmentJP,"February 25, 1994",December 1992,December 1992,
Taiheiki,TOSE,Sega,"December 13, 1991",Unreleased,Unreleased,
Taikō Risshiden,Koei,Koei,"May 28, 1993",Unreleased,Unreleased,
TaleSpin,Sega InterActive,Sega,Unreleased,November 1992[29],1992,
Target EarthAssault Suit LeynosJP,NCS,MasayaJPDreamWorksNA,"March 16, 1990",June 1990,Unreleased,
Task Force Harrier EX,JorudanOpus,Treco,"December 20, 1991",February 1992,Unreleased,
Taz-Mania,Recreational BrainwareNu Romantic Productions,Sega,"December 25, 1992",July 1992[19],July 1992,
Taz in Escape from Mars,HeadgamesNu Romantic Productions,Sega,Unreleased,October 1994,1994,
Team USA BasketballDream Team USAJP,Electronic Arts,Electronic ArtsNA/PALElectronic Arts VictorJP,"December 26, 1992",September 1992[32],December 1992,
Technoclash,ZonoBlueSky SoftwareNu Romantic Productions,Electronic Arts,Unreleased,July 1993,1993,
Techno Cop,Gray Matter Inc.ImagexcelPunk Development,RazorSoft,Unreleased,January 1991,Unreleased,
Tecmo Super Baseball,Sculptured Software,Tecmo,"October 28, 1994",September 1994,Unreleased,
Tecmo Super Bowl,Tecmo,Tecmo,"November 26, 1993",November 1993,Unreleased,
Tecmo Super Bowl II: Special Edition,Tecmo,Tecmo,"December 20, 1994","January 1, 1995",Unreleased,
Tecmo Super Bowl III: Final Edition,Tecmo,Tecmo,Unreleased,"August 4, 1995",Unreleased,
Tecmo Super Hockey,Malibu Games,Tecmo,Unreleased,December 1994,Unreleased,
Tecmo Super NBA Basketball,Sculptured Software,Tecmo,"March 4, 1994",December 1993,Unreleased,
Tecmo World CupTecmo World Cup '92JP,"SIMSHertz Co., Ltd.",SIMSJPAtlusNA,"January 31, 1992",December 1992[27],Unreleased,
Teenage Mutant Ninja Turtles: The Hyperstone HeistTeenage Mutant Hero Turtles: The Hyperstone HeistPALTeenage Mutant Ninja Turtles: Return of the ShredderJP,Konami,Konami,"December 22, 1992",December 1992[27],April 1993,
Teenage Mutant Ninja Turtles: Tournament FightersTeenage Mutant Hero Turtles: Tournament FightersPAL,Konami,Konami,"December 8, 1993","September 4, 1993",December 1993,
The Terminator,Probe SoftwareKrisalis Software,Virgin Games,Unreleased,March 1992[30],1992,
Tetris,Sanritsu Denki,Sega,"April 15, 1989",Unreleased,Unreleased,
Theme Park,Bullfrog ProductionsImages Software,Electronic Arts,Unreleased,April 1995,1995,
Thomas the Tank Engine & Friends,Malibu Interactive,THQ,Unreleased,December 1993,Unreleased,
Thunder Force IIThunder Force II MDJP,Technosoft,TechnosoftJPSegaNA/PAL,"June 15, 1989","August 14, 1989",November 1990,
Thunder Force III,Technosoft,Technosoft,"June 8, 1990",October 1990,Unreleased,
Thunder Force IVLightning Force: Quest for the DarkstarNA,Technosoft,TechnosoftJPSegaNA/PAL,"July 24, 1992",January 1993[17],1992,
Thunder Fox,Aisystem Tokyo,Taito,"July 26, 1991",September 1991,Unreleased,
Thunder Pro Wrestling Retsuden,Human Entertainment,Human Entertainment,"March 27, 1992",Unreleased,Unreleased,
The Tick,Software Creations (US),Fox Interactive,Unreleased,December 1994,Unreleased,
Time Killers,Incredible Technologies,Black Pearl Software,Unreleased,1996,1996,
Tinhead,MicroProse,Spectrum HoloByte,Unreleased,August 1993,Unreleased,
Tintin in Tibet,Infogrames,Infogrames,Unreleased,Unreleased,1996,
Tiny Toon Adventures: ACME All-Stars,Konami,Konami,Unreleased,September 1994,November 1994,
Tiny Toon Adventures: Buster's Hidden Treasure,Konami,Konami,Unreleased,March 1993,June 1993,
TNN Bass Tournament of Champions,Imagitec Design,American Softworks,Unreleased,December 1993,Unreleased,
TNN Outdoors Bass Tournament '96,Imagitec Design,ASC Games,Unreleased,July 1996,Unreleased,
Todd's Adventures in Slime WorldSlime WorldJP,Micro World,Micro WorldJPRenovation ProductsNA,"April 30, 1992",September 1992[32],Unreleased,
ToeJam & Earl,Johnson-Voorsanger ProductionsNu Romantic Productions,Sega,"March 13, 1992",October 1991,November 1991,
ToeJam & Earl in Panic on Funkotron,Johnson-Voorsanger ProductionsNu Romantic Productions,Sega,Unreleased,December 1993,January 1994,
Toki: Going Ape SpitJuJu DensetsuJP,Sega AM7SantosTAD,Sega,"January 30, 1992",March 1992,March 1992,
Tom & Jerry: Frantic Antics!,Beam Software,Hi-Tech ExpressionsNAAltronJP,"December 16, 1994","December 21, 1993",Unreleased,
Tommy Lasorda BaseballSuper LeagueJP/PAL,Sega,Sega,"April 22, 1989","August 14, 1989",1990,
Tony La Russa Baseball,Beyond SoftwareElectronic Arts,Electronic Arts,Unreleased,May 1993,1993,
Top Gear 2,Gremlin Graphics,Vic Tokai,Unreleased,"June 2, 1994",Unreleased,
Top Pro Golf,Coconuts JapanVarie,Soft Vision,"June 19, 1992",Unreleased,Unreleased,
Total Football,Domark,Domark,Unreleased,Unreleased,1995,
Toughman Contest,Visual ConceptsHigh Score Productions,Electronic Arts,Unreleased,May 1995,1995,
Toxic Crusaders,Infogrames,Sega,Unreleased,December 1992,Unreleased,
Toy Story,Traveller's Tales,Disney Interactive NASega EU,Unreleased,November 1995[37],1995,
Toys,Absolute Entertainment,Absolute Entertainment,Unreleased,July 1993,Unreleased,
Trampoline Terror!,NCS,DreamWorks,Unreleased,March 1991,Unreleased,
TraysiaMinato no TraysiaJP,Riot,Telenet JapanJPRenovation ProductsNA,"February 14, 1992",April 1992[16],Unreleased,
Triple Play 96,Extended Play Productions,Electronic Arts,Unreleased,July 1995,Unreleased,
Triple Play: Gold Edition,EA Canada,Electronic Arts,Unreleased,Feb 1996,Unreleased,
Trouble ShooterBattle ManiaJP,Vic Tokai,Vic Tokai,"March 6, 1992",January 1992[21],Unreleased,
Troy Aikman NFL Football,Leland Interactive Media,Tradewest,Unreleased,October 1994,Unreleased,
True Lies,Beam Software,Acclaim Entertainment,"April 28, 1995",February 1995,March 1995,
TruxtonTatsujinJP,Toaplan,Sega,"December 9, 1989",December 1989,November 1990,
Turbo Outrun,Sega AM2Tiertex,Sega,"March 27, 1992",Unreleased,June 1992,
Turrican,Rainbow ArtsCode Monkeys Ltd.,Accolade,Unreleased,September 1991,1991,
Twin Cobra: Desert Attack HelicopterKyuukyoku TigerJP,Graphic Research,TrecoJPSegaNA,"February 22, 1991",June 1991,Unreleased,
Twin HawkDaisenpuuJP,Toaplan,Sega,"June 23, 1990",Unreleased,1990,
Twinkle Tale,Zap Corporation,Wonder Amusement Studio,"July 24, 1992",Unreleased,Unreleased,
Two Crude DudesCrude BusterJP,ISCOOpera House,Data East NA/JPSega PAL,"February 28, 1992",March 1992[30],May 1993,
Two Tribes: Populous II,Panelcomp,Virgin Games,Unreleased,Unreleased,1993,
Uchuu Senkan Gomora,Aisystem Tokyo,UPL,"September 30, 1991",Unreleased,Unreleased,
Ultimate Mortal Kombat 3,Avalanche Software,Williams EntertainmentNAAcclaim EntertainmentPAL,Unreleased,June 1996,"November 28, 1996",
Ultimate QixVolfiedJP,ITL,Taito,"January 25, 1991",July 1991,Unreleased,
Ultimate Soccer,Rage Software,Sega,Unreleased,Unreleased,1993,
Ultraman,Tsuburaya,Ma-Ba,"April 9, 1993",Unreleased,Unreleased,
Uncharted WatersDaikoukai Jidai JP,Koei,Koei,"April 29, 1992",December 1992[27],Unreleased,
Uncharted Waters: New HorizonsDaikoukai Jidai II JP,Koei,Koei,"June 24, 1994",November 1994,Unreleased,
Undead Line,T&E Soft,PAL Soft,"December 20, 1991",Unreleased,Unreleased,
Universal Soldier,Rainbow ArtsCode Monkeys Ltd.,Ballistic,Unreleased,November 1992[20],1992,
Unnecessary Roughness '95,Accolade,Accolade,Unreleased,"August 25, 1994",Unreleased,
Urban Strike,Foley Hi-Tech SystemsGranite Bay Software,Electronic Arts,Unreleased,November 1994,1994,
Uzu Keobukseon,Samsung,Samsung,Unreleased,Unreleased,Unreleased,KR (1992)[54]
ValisMugen Senshi ValisJP,RiotTriad,Telenet JapanJPRenovation ProductsNA,"December 27, 1991",March 1992[30],Unreleased,
Valis III,Reno,Telenet JapanJPRenovation ProductsNA,"March 22, 1991",June 1991,Unreleased,
Vapor TrailKuuga: Operation Vapor TrailJP,Data East,Telenet JapanJPRenovation ProductsNA,"August 2, 1991",November 1991,Unreleased,
Vectorman,BlueSky Software,Sega,Unreleased,"October 24, 1995","November 30, 1995",
Vectorman 2,BlueSky Software,Sega,Unreleased,"November 15, 1996","November 28, 1996",
Venom/Spider-Man: Separation Anxiety,Software Creations (US),Acclaim Entertainment,Unreleased,November 1995,1995,
Verytex,ISCOOpera House,Asmik,"April 5, 1991",Unreleased,Unreleased,
Viewpoint,Nexus Interact,Sammy,Unreleased,November 1994,Unreleased,
Virtua Fighter 2,SuccessGaibrainWinds,Sega,Unreleased,"March 4, 1997",1996,
Virtua Racing,Sega AM2,Sega,"March 18, 1994","March 14, 1994","March 16, 1994",
Virtual Bart,Sculptured Software,Acclaim Entertainment,"December 31, 1995",October 1994,1994,
Virtual Pinball,BudgeCo,Electronic Arts,Unreleased,November 1993,January 1994,
Vixen 357,NCSOpus,Masaya,"October 23, 1992",Unreleased,Unreleased,
VR Troopers,Syrox Developments,Sega,Unreleased,November 1995,1995,
Wacky Worlds Creativity Studio,HeadgamesNu Romantic Productions,Sega,Unreleased,December 1994,Unreleased,
Waialae no Kiseki,T&E Soft,Sega,"February 25, 1994",Unreleased,Unreleased,
Wani Wani World,Inter State,Kaneko,"January 31, 1992",Unreleased,Unreleased,
WardnerWardner no Mori SpecialJP,Visco Corporation,Visco CorporationJPMentrix SoftwareNA,"April 26, 1991",May 1991,Unreleased,
Warlock,Realtime AssociatesTrimark Interactive,Acclaim Entertainment,Unreleased,"May 26, 1995",1995,
WarpSpeed,Accolade,Accolade,Unreleased,July 1993,1993,
Warrior of RomeCaesar no YabouJP,Micronet,Micronet,"February 24, 1991",May 1991,Unreleased,
Warrior of Rome IICaesar no Yabou IIJP,Micronet,Micronet,"May 28, 1992",June 1992[26],Unreleased,
WarsongLangrisserJP,NCSCube,MasayaJPTrecoNA,"April 26, 1991",December 1991[23],Unreleased,
Wayne Gretzky and the NHLPA All-Stars,Time Warner InteractiveCygnus MultimediaDMP Productions,Time Warner Interactive,Unreleased,April 1995,1995,
Wayne's World,Gray Matter Inc.,THQ,Unreleased,February 1993,Unreleased,
Weaponlord,Visual Concepts,Namco,Unreleased,October 1995,Unreleased,
Wheel of Fortune,Imagitec Design,GameTek,Unreleased,July 1992[19],Unreleased,
Where in the World Is Carmen Sandiego?,EA Canada,Electronic Arts,Unreleased,October 1992[53],1992,
Where in Time is Carmen Sandiego?,EA Canada,Electronic Arts,Unreleased,March 1992[30],1992,
Whip RushWhip Rush: Wakusei Voltegas no NazoJP,Vic Tokai,SegaJPRenovation ProductsNA,"May 26, 1990",October 1990,Unreleased,
